track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre
2UsDkGHdQxiivgHhyTDtpd,Charlie Brown Jr.,Chegou Quem Faltava - Versão do Chorão (Ao Vivo),Gimme o Anel / Sheik - Ao Vivo - Chegou Quem Faltava,36,157690,False,0.501,0.961,1,-5.039,1,0.201,0.0108,0.0152,0.697,0.521,122.202,4,hard-rock,Rock
2vyae4DvSU2gs8OMOGwXF2,AC/DC,Rock or Bust,Rock or Bust,62,183053,False,0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,4,hard-rock,Rock
2tAeN2TKlQLOoSPXtARzBV,Van Halen,Van Halen (Remastered),Eruption - 2015 Remaster,65,102080,False,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,4,hard-rock,Rock
0QSPohbvsYOEcvkHnok13V,Project46,Que Seja Feita a Nossa Vontade,Erro +55,37,280075,False,0.333,0.978,6,-3.452,1,0.18,0.00236,0.000437,0.372,0.267,159.981,4,hard-rock,Rock
5YnNWHKCJaJKwbagXDb5Uf,AC/DC,Black Ice,War Machine,61,189786,False,0.518,0.718,9,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,4,hard-rock,Rock
7n3WO6ESKS1uCI9fgkGs66,Ten Years After,A Space in Time (Deluxe Version),I'd Love to Change the World - 2004 Remaster,67,224133,False,0.383,0.516,9,-12.032,0,0.0344,0.202,0.193,0.114,0.371,118.144,4,hard-rock,Rock
6kAOsnRUgp21bPiUoVZeuJ,Ozzy Osbourne;Jeff Beck,Patient Number 9 (feat. Jeff Beck),Patient Number 9 (feat. Jeff Beck),61,441402,False,0.316,0.869,7,-4.244,0,0.0642,0.000197,0.199,0.133,0.302,169.916,4,hard-rock,Rock
1uOe9m9bAiAY4kGnGDu1Ns,Los Prisioneros,Rock un sentimiento vol. I,Amiga Mía,0,244053,False,0.79,0.606,4,-7.699,1,0.0519,0.014,0.00488,0.133,0.903,135.276,4,hard-rock,Rock
5PffgchZakXQs8Err8EsXw,Cem Karaca,Haykırış,Kara Sevda,32,258626,False,0.367,0.756,2,-7.948,0,0.0333,0.0617,0.695,0.274,0.84,93.913,4,psych-rock,Rock
7LjrWSPYdT0CuAZKCa6MTg,Grateful Dead,Without a Net (Live),Eyes of the World - Live October 1989 - April 1990,28,974106,False,0.513,0.787,9,-11.47,1,0.0501,0.317,0.226,0.956,0.705,101.398,4,psych-rock,Rock
4PL0Pnn5pAVp2iFeQ8Ye3r,"Crosby, Stills & Nash",CSN 2012,Suite: Judy Blue Eyes,29,560160,False,0.394,0.338,7,-9.626,1,0.0351,0.555,0.0,0.695,0.176,150.649,4,psych-rock,Rock
719muV16yNGh6AxmCeMby1,UFO,Phenomenon (2007 Remaster),Rock Bottom - 2007 Remaster,53,389333,False,0.256,0.863,5,-6.582,1,0.106,3.49e-05,0.00408,0.364,0.519,158.936,4,psych-rock,Rock
0vI64OhYqTo6KYswDlx0yT,Pink Floyd,The Division Bell,Keep Talking,50,370666,False,0.497,0.771,4,-11.938,0,0.0528,0.187,0.00895,0.0788,0.24,100.302,4,psych-rock,Rock
2VmB1rF9FtfKUmFHDVnq8Q,The Beatles,Please Please Me (Remastered),Baby It's You - Remastered 2009,55,160520,False,0.608,0.494,4,-12.211,0,0.0345,0.778,0.0,0.0926,0.879,112.421,4,psych-rock,Rock
5aHHf6jrqDRb1fcBmue2kn,The Beatles,Abbey Road (Remastered),The End - Remastered 2009,56,141613,False,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,123.444,1,psych-rock,Rock
66YHxyGAUGjMBDdrDlWIMD,Pink Floyd,The Wall,One of My Turns,55,216800,False,0.315,0.218,0,-15.215,1,0.0728,0.305,0.0012,0.226,0.156,175.868,4,psych-rock,Rock
7LNiAjyg9P2GKINTtN6Yt8,The Beatles,The Beatles 1962 - 1966 (Remastered),We Can Work It Out - Remastered 2009,52,136120,False,0.381,0.608,2,-10.061,1,0.0268,0.113,0.0,0.148,0.742,106.299,4,psych-rock,Rock
1a7ZHtzNCTPuJkStK8WJbq,The Velvet Underground,Maintain Your Mojo,Rock and Roll,0,283000,False,0.494,0.738,5,-8.347,1,0.0345,0.00394,3.05e-06,0.544,0.735,132.496,4,psych-rock,Rock
0AJTKW9fVFo3rIXbtTVE3T,The Smashing Pumpkins,Siamese Dream (2011 - Remaster),Mayonaise - Remastered,55,348773,False,0.482,0.529,10,-10.426,1,0.0271,0.000107,0.546,0.0839,0.0879,145.969,4,grunge,Rock
6rlo6XpkwwlFRksxLsCqYK,Jane's Addiction,Jane's Addiction (Live),1%,30,211037,False,0.363,0.88,9,-10.527,1,0.0411,0.0412,1.34e-06,0.453,0.606,95.657,4,grunge,Rock
3CtphwpjC0XjIVpLFvGiQR,Temple Of The Dog,Temple Of The Dog (Deluxe Edition),Hunger Strike - 25th Anniversary Mix,62,246266,False,0.384,0.735,7,-6.522,1,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,4,grunge,Rock
3ENHpbTuY72FukZbwGP6bc,Drowning Pool,Sinner,Tear Away,63,254200,False,0.611,0.648,0,-4.579,1,0.0441,0.00055,0.0028,0.0846,0.457,132.983,4,grunge,Rock
22sDLvlzAJzH0BHiMSOfRP,Pearl Jam,Lightning Bolt,Future Days,55,262893,False,0.538,0.266,1,-12.464,1,0.0277,0.41,0.0,0.0639,0.174,106.952,4,grunge,Rock
49t1GWE6ZiEoBgN92oMDdM,Hole,Live Through This,Doll Parts,60,211960,False,0.245,0.542,7,-7.159,1,0.0324,0.147,4.05e-06,0.102,0.365,204.824,4,grunge,Rock
5bVOX6eyHsML2sB4aMlZEi,Hole,Celebrity Skin,Malibu,64,230040,False,0.528,0.904,2,-5.854,1,0.0343,0.000833,0.0,0.174,0.678,122.372,4,grunge,Rock
3uO2ODjs7Lqp1DVZ4LtouE,Linkin Park,Hybrid Theory (20th Anniversary Edition),Runaway,50,183973,False,0.631,0.873,7,-4.748,1,0.0653,0.0141,0.0,0.253,0.467,109.117,4,grunge,Rock
05tn6MGYoFRaXPYQpZmPcc,Red,Until We Have Faces,Faceless,52,203520,False,0.293,0.904,11,-4.155,0,0.0736,1.92e-05,0.0,0.103,0.294,172.168,4,grunge,Rock
2o4AknH1hXnleCRW2rH45w,Alter Bridge,Blackbird,Blackbird,57,478133,False,0.279,0.806,6,-4.714,0,0.0448,0.00499,0.0126,0.116,0.132,149.463,3,grunge,Rock
7o1GLuVk1AEYyd10zoD6bg,Sonora Maracaibo,Mis Mejores 20 Exitos,Nayla,31,167333,False,0.689,0.338,2,-8.908,0,0.038,0.681,0.000604,0.317,0.608,118.58,4,rock-n-roll,Rock
2Jfsnt07szICCDxFEvgBNP,Estela Nuñez,Estela Núñez (Con Mariachi),No Volveré,30,200026,False,0.417,0.161,0,-15.638,1,0.0356,0.483,0.0,0.715,0.484,97.312,4,rock-n-roll,Rock
5GROhpzQgoBi7EFbjmfjVH,Los Freddy's,Con Banda,Nada gano con quererte - Con banda,30,193200,False,0.687,0.338,6,-8.798,1,0.0283,0.295,1.01e-06,0.111,0.63,68.229,4,rock-n-roll,Rock
6k5QsifpMWtY5ilnzBZ0u4,The Hollies,Confessions of the Mind (Expanded Edition),He Ain't Heavy He's My Brother - 1998 Remaster,61,262266,False,0.304,0.421,7,-7.769,1,0.0293,0.46,4.03e-05,0.163,0.216,75.928,4,rock-n-roll,Rock
40wnykXpvCLFm6ec2hXnOt,Los Pasteles Verdes,Historia: Discografía Completa,Hipocresía,34,257000,False,0.396,0.622,2,-5.881,1,0.0377,0.502,3.07e-06,0.261,0.536,139.518,4,rock-n-roll,Rock
63EGslqVxh4qwvqGMl3vMA,michael holliday,Anthology: The Deluxe Collection (Remastered),The Story of My Life - Remastered,30,135047,False,0.651,0.549,9,-7.528,1,0.0432,0.813,0.262,0.297,0.888,139.179,4,rock-n-roll,Rock
5LIFunKJqv24wF9nQyo1So,Nelson Ned;Luiz De Carvalho,Jesus É Vida,Em Fervente Oração,32,229013,False,0.309,0.449,8,-6.273,1,0.0296,0.668,4.52e-05,0.179,0.234,90.484,3,rock-n-roll,Rock
73BIHNAuJtxFTbuRK2y2sG,Ramon Marquez,Lo Mejor Para Bailar Con Ramón Márquez,Clases De Cha Cha Chá,32,185817,False,0.78,0.789,8,-7.956,1,0.049,0.842,0.0,0.0612,0.887,128.795,4,rock-n-roll,Rock
0fonScmHUzC0MglSLn9saA,The Crystals,Da Doo Ron Ron: The Very Best of The Crystals,Da Doo Ron Ron (When He Walked Me Home),59,140120,False,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,4,rock-n-roll,Rock
2u1NjJFN4emN0o6AJHogGU,Ike & Tina Turner,60s Christmas Party,River Deep - Mountain High,0,215720,False,0.377,0.763,3,-6.866,1,0.0387,0.777,0.00125,0.157,0.302,83.267,4,rock-n-roll,Rock
0EPLdgfGTsdcf7ygd8ChoZ,Lil Peep,HELLBOY,OMFG,66,197853,True,0.576,0.702,8,-5.968,1,0.0534,0.24,1.82e-06,0.114,0.458,146.122,4,emo,Rock
7xZPwzLC24VRg5HyOBC28K,NX Zero,Fração de Segundo - Single,Fração de Segundo - Versão Acústica,36,194024,False,0.559,0.576,8,-6.631,0,0.028,0.326,0.0,0.0998,0.584,87.085,4,emo,Rock
3DLPg2D9Q6XZ4RlUU9B00r,PXNDX,Bonanza,"Ilusión, Oh ilusión",36,291280,False,0.345,0.622,8,-5.065,1,0.0293,0.0272,0.000155,0.0942,0.429,147.943,4,emo,Rock
3xwIAsYcyfte7VLi8fzVkk,surrenderdorothy,WeNeverAskedForThis,UsedCar,57,95786,True,0.568,0.408,11,-15.212,1,0.0345,0.219,0.00508,0.135,0.429,115.035,4,emo,Rock
1TvNcWY7WwPLQINhimxycA,Jimmy Eat World,Bleed American,Hear You Me,64,284373,False,0.465,0.517,4,-6.189,1,0.0284,0.00854,0.0403,0.209,0.137,136.176,3,emo,Rock
5hpqeU5uQwDF1Umn60FqRr,Damero.;Tuantigabelas,PERCAYA,PERCAYA,35,205741,False,0.837,0.569,3,-8.554,1,0.16,0.751,0.0,0.131,0.614,135.022,3,emo,Rock
2D27mEHstGhdGONAhcEU6q,Lil Peep;Lil Tracy,HELLBOY,the song they played (when i crashed into the wall),63,135306,True,0.528,0.829,7,-5.258,1,0.101,0.0227,0.0,0.182,0.602,144.892,4,emo,Rock
4ALZ8gmNvmtOVNkZwK19dC,surrenderdorothy,BreathingExercise,RepeatInfinite,61,119333,True,0.6,0.245,1,-15.628,1,0.0342,0.245,0.596,0.117,0.179,80.278,4,emo,Rock
4aDSp2TuP7OSPvN9wrwcs5,iamjakehill,dying lately,go if you want to,49,165967,False,0.685,0.57,7,-7.95,1,0.0752,0.13,0.0,0.431,0.569,92.987,4,emo,Rock
2z6W6oeZvBaO56Mg587v0w,XXXTENTACION,LOOK AT ME: THE ALBUM,#ImSippinTeaInYoHood,68,173320,True,0.668,0.873,9,-4.556,1,0.215,0.0967,0.000275,0.239,0.455,146.006,4,emo,Rock
11BUFxLtMAVUtJaTnNK8Ey,JVKE;ILLENIUM;NURKO,golden hour (ILLENIUM & NURKO Remix),golden hour - ILLENIUM & NURKO Remix,57,201904,False,0.453,0.771,1,-4.382,0,0.0341,0.046,0.0,0.159,0.0754,126.003,4,indie,Rock
4NO6XC0EV2l7mkKjSJViix,salem ilese,"It's Christmas, Let's Dance",Marry Christmas,0,162009,False,0.541,0.753,0,-6.512,1,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie,Rock
7nBtvMaR4GTorkIlNlvN59,salem ilese,All I Want For Christmas Is You,Marry Christmas,0,162009,False,0.541,0.753,0,-6.512,1,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie,Rock
3Trk97TnEvpYk1iIcR3GRq,Nucleya;Julius Sylvest;Gagan Mudgal,Bass Rani,Mumbai Dance,46,183092,False,0.655,0.892,8,-5.792,1,0.0771,0.0202,0.0917,0.321,0.486,97.01,4,indie,Rock
2wopaZn4bijSHJHOi8eICq,Ritviz,Ved,Barso,49,257142,False,0.537,0.829,2,-6.831,1,0.0318,0.0268,0.00715,0.124,0.0383,140.047,4,indie,Rock
7cYIJYDp9ZhkELwN6LjEqg,The Rare Occasions,Tek It - New Noise,Notion,0,195120,False,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,4,indie,Rock
62xTWuLB2JucUM9lCmr7kj,Ritviz,Mimmi,Aas Paas,47,98412,False,0.633,0.452,7,-9.119,1,0.0531,0.0162,0.151,0.169,0.402,114.058,4,indie,Rock
6hFeEa1XPaw2bbHi8eFt4x,Raman Negi,Ek Din,Ek Din,46,300202,False,0.724,0.644,2,-7.367,1,0.102,0.0279,0.000801,0.903,0.699,91.995,4,indie,Rock
0Ai5lxcQ7WfxLtZn6h9PG1,Bipul Chettri,Syndicate - Single,Syndicate,47,288000,False,0.633,0.427,1,-12.788,0,0.0431,0.387,0.000167,0.33,0.757,119.979,4,indie,Rock
30KPG6tcT4DAYsYdTEBoXh,Ellie Goulding;Juice WRLD,pov: it's 2019,Hate Me,0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,indie,Rock
5IUGggKb1vh11R6hE0rPpm,Janelle Monáe;Zoë Kravitz,The State of Pop,Screwed,0,302491,True,0.729,0.681,8,-7.582,0,0.0405,0.0442,0.000242,0.27,0.444,106.011,4,alternative,Rock
4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,51,200826,False,0.492,0.794,5,-5.823,1,0.046,0.196,2.62e-06,0.873,0.683,167.815,4,alternative,Rock
0Ty3wEwyel2QXCfgP3FojC,Moderatto;Danna Paola,Halloween 2022 Pop Vol. 5,Sólo Quédate En Silencio,0,234973,False,0.337,0.643,4,-7.122,1,0.041,0.467,1.86e-06,0.0857,0.167,175.875,4,alternative,Rock
7zAt4tdL44D3VuzsvM0N8n,Avenged Sevenfold,Avenged Sevenfold,Afterlife,70,352426,False,0.487,0.949,2,-4.217,0,0.0798,0.000429,2.91e-05,0.231,0.406,110.02,4,alternative,Rock
0393PMIQFV9pewSmxoWwXw,Fitz and The Tantrums,US Pop 20s,Sway,0,136940,False,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0,0.0705,0.945,159.978,4,alternative,Rock
4jZDioY5bkeiNBGK4lGrlA,Staind,Metal,Eyes Wide Open,0,210600,False,0.29,0.936,1,-3.876,0,0.211,0.000481,0.0275,0.0573,0.432,167.818,3,alternative,Rock
0lNqNCVlSxOCKmGgGu2UJf,Bishop Briggs,Halloween & Alternative,JEKYLL & HIDE,0,196346,False,0.596,0.602,11,-4.876,0,0.0413,0.0352,0.0,0.0821,0.611,117.014,4,alternative,Rock
2kVgaOMMn0RpD1sM0Bt0eh,Baby Tate,Hip Hop & R'n'B,Yasss Queen,0,167151,True,0.738,0.471,6,-8.827,1,0.0509,0.55,0.0,0.12,0.681,163.981,4,alternative,Rock
6Vb1LGvWPpP3aeuRcp098D,GAYLE,abc (nicer),abc (nicer),63,168601,False,0.694,0.545,4,-6.06,1,0.0446,0.252,0.0,0.38,0.418,121.858,4,alternative,Rock
0lpdGobBIXUFiPaZpDR1Bj,Skillet,Rock Brandneu,Surviving the Game,0,238870,False,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,4,alternative,Rock
6JJhNMv6JooXnN9rq9TBmZ,Link Wray;The Wraymen,Link Wray & the Wraymen,Slinky,28,154041,False,0.374,0.502,9,-12.131,1,0.0286,0.171,0.768,0.141,0.66,176.238,4,rockabilly,Rock
3U9Kkv90QElks0pzIgfAxw,Buddy Holly,Buddy Holly,Words Of Love,52,117213,False,0.626,0.453,9,-10.118,1,0.0269,0.112,0.226,0.0539,0.615,129.402,4,rockabilly,Rock
4iUTK39pDuDaSBLAnkkkfQ,Imelda May,Mayhem,Johnny Got A Boom Boom - Radio Edit,24,157320,False,0.733,0.886,7,-3.523,1,0.0363,0.0236,0.00962,0.285,0.865,110.561,4,rockabilly,Rock
2tofXDrli8EbbsM7bZflXq,BOØWY,PSYCHOPATH,PSYCHOPATH,26,285093,False,0.792,0.818,5,-5.783,1,0.0406,0.00787,0.014,0.0716,0.742,128.543,4,rockabilly,Rock
47y8hRlWLEJ4VafE6LMjEZ,Elvis Presley,The Essential Elvis Presley,A Little Less Conversation,59,132013,False,0.584,0.802,2,-8.03,1,0.0784,0.149,0.0,0.0683,0.835,114.172,4,rockabilly,Rock
7FMXSSzIRW8aJwUPfzXsa2,Roy Orbison,Mystery Girl,She's a Mystery to Me,52,254960,False,0.431,0.485,0,-11.844,1,0.0279,0.0326,0.27,0.157,0.699,177.329,4,rockabilly,Rock
7w9s71v9Q5ifH46apOqA07,Rockin' Ryan & The Real Goners,Cry of Midnight,Headstone Rock,24,113173,False,0.646,0.979,1,-1.656,1,0.0892,0.616,0.0,0.0875,0.92,102.721,4,rockabilly,Rock
6xNwKNYZcvgV3XTIwsgNio,Elvis Presley,Elvis' Golden Records,Heartbreak Hotel,58,127560,False,0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,4,rockabilly,Rock
1ZzRuFUIYVIMQmPhZbnpdf,The Shadows,String of Hits,"The Theme from ""The Deer Hunter"" (Cavatina)",47,206066,False,0.505,0.226,4,-13.649,1,0.0258,0.707,0.883,0.118,0.121,81.246,3,rockabilly,Rock
5gAuZSGGbtk1SNoJGFhRLK,Brenda Lee,Weihnachtslieder 2022,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,5,-5.956,0,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly,Rock
11Ojp7JniVvwd0gmgvyKkd,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",Wrong Side of Heaven,66,271000,True,0.481,0.932,4,-4.592,0,0.083,0.00721,0.0,0.337,0.543,149.992,4,metal,Metal
4eAwB5pnKFTmsgc3zWoYO0,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,75,193893,True,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4,metal,Metal
28ewfZ6bTCVCNOFEZ1Q7q8,Pentagram,Makina Elektrika,Maymunlar Gezegeni,40,296187,False,0.322,0.981,2,-6.576,1,0.075,3.05e-05,0.483,0.262,0.402,174.884,4,metal,Metal
5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,In Your Honor,Best of You,76,255626,False,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4,metal,Metal
0qgrrDnUUhyxpxbBznUnzg,Skid Row,Skid Row,18 and Life,70,229960,False,0.466,0.648,1,-11.101,0,0.028,0.0023,1.49e-05,0.112,0.305,90.435,4,metal,Metal
6rsoBvxrlxdmqJyGPPciyq,Slipknot,"The End, So Far",The Dying Song (Time To Sing),71,203586,False,0.516,0.991,11,-2.587,0,0.126,0.000467,4.66e-05,0.327,0.402,95.017,4,metal,Metal
3QZ7uX97s82HFYSmQUAN1D,Rush,Moving Pictures (2011 Remaster),Tom Sawyer,73,276880,False,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,metal,Metal
2gscB6kDOmrv1P6qs2KXE3,Slipknot,Slipknot (10th Anniversary Edition),Wait and Bleed,73,147840,False,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,4,metal,Metal
1KTJmfwrk5pYqsi9mkY3nT,Bring Me The Horizon,That's The Spirit,True Friends,66,232320,False,0.419,0.938,7,-3.12,1,0.0837,0.000683,0.0,0.114,0.333,160.151,4,metal,Metal
4eMjf9FgbmFQ6yHZD5EsgX,Skillet,Metal Lives!,Feel Invincible,0,229933,False,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.027,4,metal,Metal
1j0MYPwvprO2AVD8O2aGyg,Asspera,Cada Vez Mas Pelotudos,Cada Vez Más Pelotudos,22,243640,True,0.457,0.989,10,-2.723,0,0.0787,1.57e-05,5.47e-06,0.26,0.514,90.052,4,heavy-metal,Metal
