track_id,track_genre,genre,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13
2GJ1xx5ZoeIJYbQKLSpoZ3,alt-rock,Rock,-76.315186,79.447296,-8.568731,17.756184,-7.647589,0.87426794,-7.315605,-4.2559843,-4.742871,-0.87930286,-8.265055,1.8251711,-5.6865244,73.34252,30.45292,16.147518,12.633267,14.704267,10.924914,12.80819,15.414417,10.579735,11.052369,9.803536,7.6768904,7.948321,0.35878807,0.06961748,-0.021000331,0.009624921,-0.02992526,-0.0061144833,-0.00919904,-0.013163647,-0.010108178,-0.0038533476,-0.0020898718,0.002029142,0.00053140253
1MmzIqMP1y5AGIX20RZxDc,alt-rock,Rock,-77.71929,111.2976,-4.060097,28.797667,8.199228,11.37301,4.1503716,13.902602,5.6661863,7.7313848,3.14758,5.364174,0.5223017,111.27243,37.044662,26.569752,17.158567,10.954756,10.813017,10.955544,8.504076,8.643962,5.1008215,5.480786,6.025954,5.1634374,0.36512375,0.04756093,-0.019860316,0.023235938,0.0147064105,0.008498805,0.016871963,0.0007854752,0.0059057353,0.012473563,-7.373187e-05,0.013161576,0.0069493894
1rBivSsnwBbuC1UH9w9eCV,alt-rock,Rock,-16.176907,112.84187,-25.611004,17.902147,-0.5993972,-4.2716074,-3.7752988,-1.4405618,-2.336644,1.619799,-2.9386754,5.7635403,-4.5397673,69.92947,32.771076,32.57173,10.188284,11.836651,11.38713,8.625399,10.401884,7.1912775,7.003272,6.811335,6.3766985,7.04457,0.47271004,0.14443773,-0.0449562,-0.0036709523,-0.0019442496,-0.016933922,-0.0066722124,-0.0063125216,0.0011240871,0.022555538,-0.0052230638,0.009670889,-9.990107e-05
5d9RSSwDvlTyuwfmeafUah,alt-rock,Rock,-203.90442,142.20451,3.199455,1.4910536,8.175666,-6.705489,-4.1954584,-8.956324,-13.051486,1.1182287,-12.993536,-1.837158,-10.491228,98.54795,56.32932,21.039762,15.026143,12.690195,10.103812,10.481681,9.474681,11.452994,12.632098,10.020777,8.083417,9.910222,0.37013957,-0.0052211275,0.013680688,0.015006635,-0.014112374,0.0036176085,-0.00070236047,0.0022074343,0.0037137466,0.0024097224,-0.013218287,-0.0042836587,-0.0013827495
44agmNQypTCFKc2dpVonDy,alt-rock,Rock,-247.01654,89.44028,-19.539598,20.340277,14.790106,8.516144,-5.7519026,-1.7421516,-1.2619226,6.673355,0.49157536,0.7396579,0.91361237,163.24709,40.5196,26.427887,19.868504,22.849327,15.137323,13.268838,12.882886,12.165291,14.2837515,9.121148,9.219332,8.963383,0.1579591,0.09942365,0.017194146,0.04110788,0.027189713,0.03472533,0.010047691,0.009108524,0.0070933113,0.016610596,0.0021197107,-0.0042767967,-0.009981581
5izpR8PlJCjgJexf7JkMa9,alt-rock,Rock,-266.5709,141.15372,54.28061,29.820318,18.82841,-1.9122199,0.9248667,-12.958038,-5.132708,0.9460657,-4.0378547,2.460027,1.6726286,83.44369,48.222546,23.615776,21.336468,17.404238,14.626477,19.357073,12.673058,12.164513,11.177408,10.415046,9.152601,11.253376,0.21668708,0.06849804,0.039442103,0.07300034,0.03513436,0.0025973246,0.014205888,0.013841688,0.011328205,0.007942873,-0.011315267,0.012165716,-0.010312792
0nkzd3yNniB767zSDDdLZ3,alt-rock,Rock,-31.836573,76.37955,-10.748168,29.574993,3.0492408,9.312042,-1.7191113,6.846923,1.1635919,3.160644,-2.608175,2.4352582,0.8097875,54.478107,23.672268,19.794947,10.092594,9.786686,6.9624276,8.437388,7.496941,7.005249,6.8383927,7.404149,7.0166903,7.1119003,0.11735952,-0.070231035,0.05947314,-0.032713875,0.021700466,0.016235797,0.009032304,-0.0025169216,-0.0026024887,0.011912544,0.021410331,0.011184075,-0.0076913643
5YTUCHSwfwJ4oHFDjFgpEe,alt-rock,Rock,-163.48152,97.58323,15.851792,23.829082,15.943749,7.2287803,6.6940126,0.70096505,2.667934,2.565532,-1.1691477,4.7629,0.38074327,99.3546,41.19104,23.361279,17.480892,13.917317,11.893653,10.430609,10.59617,9.335838,10.236022,9.6361475,7.5799155,8.136861,0.2837743,0.064132765,0.038498018,0.03523892,0.024167653,-0.0045134393,0.0111426255,0.00819716,0.0061567444,-0.007108777,0.012834135,0.008058902,0.0004953958
1955ZZJe1TzmSR0TomnNjI,alt-rock,Rock,-140.82979,97.349915,-2.4599397,25.903057,8.279813,3.4994195,5.504016,3.6351388,-0.46882653,5.4200745,1.997017,2.5595975,-2.9185123,129.2937,46.16863,26.19471,27.661316,13.415776,17.818691,13.286797,12.203132,9.472053,7.3973,7.2679257,8.08185,5.793882,0.2830173,0.041402694,-0.008550765,0.019912649,-0.0056663416,0.01005583,-0.00063793134,-0.003688819,-0.0044850004,-0.00019781545,-0.0007975234,0.0061619985,0.0021712307
2grJEu2P4KD1YDq2ZaaLoL,punk-rock,Rock,-49.629566,93.65844,4.8599563,18.453718,16.31315,10.711086,4.299105,12.251167,0.6585373,4.235758,-0.39115432,2.6724184,-5.172516,41.837128,27.716175,18.655867,11.04943,8.807733,8.6499,7.348444,7.0319695,6.5878434,5.8652067,5.6062617,5.4844127,5.454797,0.10652182,-0.059320673,0.054185092,-0.030342005,0.011984804,0.020052103,0.0013578344,0.0045723408,0.004115361,0.02209828,0.020028979,0.010843206,-0.0016999632
0SjveEILP1oTznahQcOJj5,punk-rock,Rock,-182.5627,129.28717,5.2949824,36.401703,7.979956,7.4003983,-6.129609,1.6010926,-11.289813,-2.9990847,-8.115467,-1.0018663,-2.6542451,73.58653,30.69987,19.488417,12.382742,11.475965,11.433542,9.981251,8.552123,11.132946,8.536352,8.616082,9.318214,7.1957808,0.28935614,0.14276841,0.026687568,0.044496804,0.019406956,0.017681202,-0.0022144716,0.0073096664,-0.0062688026,0.006032,-0.012097396,-0.009165656,0.0071518607
5oayPLOM38NrQr8FzKa3os,punk-rock,Rock,-104.228645,61.186546,-14.973811,28.911457,2.1225152,10.758327,6.0832753,11.680812,0.92269915,5.5291376,0.17598203,5.0335155,0.41205382,90.64657,31.446161,26.397444,23.089855,16.670717,16.483145,11.962726,9.243774,10.002762,12.44865,11.672726,9.148939,10.611054,0.4082565,0.08261201,-0.023954988,0.050691184,-0.0016759224,0.010864881,0.018243376,0.015501604,0.0076499833,0.0065317596,0.0017697442,0.0017323217,-0.0010975079
1uT2b9tByCtdjL4PN3xbRs,punk-rock,Rock,-144.21619,117.4699,-31.354078,17.708752,-6.213323,10.717721,-3.9579644,5.83984,-10.534192,5.886667,-4.5054054,0.8963289,-3.878093,93.762054,38.14259,17.968203,12.193487,10.490192,9.145718,9.65203,8.5182085,7.537469,7.8926334,8.304259,6.9301333,6.68457,0.4020947,0.055260923,-0.016678888,0.0034111144,-0.007221392,0.0055482644,-0.0067527643,0.004672325,-0.013919272,0.0061816676,0.0066412697,0.005089142,-0.00433448
4Pz6d9chtIKUQ628KWDZpR,punk-rock,Rock,-371.79227,82.96261,-10.704438,3.7575178,-15.926743,2.6228158,11.369673,17.353262,2.100969,-0.6627112,-11.380361,-11.377658,-4.7368317,113.66801,36.955894,28.141388,30.09904,27.624063,22.829079,18.48592,15.907025,13.906924,14.236232,15.540122,14.131281,10.872307,0.05854855,0.05816583,0.015879983,-0.0038848426,-0.005629098,-0.004102645,-0.00014413179,0.0015962825,-0.0023430714,-0.0057669054,-0.0073464205,-0.0087186955,-0.00554443
4Haz8DCrtorRcaHKR1R8yo,punk-rock,Rock,-110.06024,59.813206,7.9490457,41.690845,14.229683,14.241555,5.780502,11.704856,6.1703033,9.118449,2.803261,6.4306884,1.1063855,164.69969,34.71925,27.354357,15.539753,12.070481,14.848019,11.355236,8.871218,8.809305,6.8564816,6.842553,6.344672,6.479272,0.38164094,0.05972342,-8.742285e-05,0.040855087,0.007487867,0.010238945,0.0016794684,0.008251612,0.0019892587,0.004627229,0.0019476984,0.003704204,0.000920326
4TmmjNjDVhTZ3pkanD3y7W,punk-rock,Rock,-182.80264,90.50546,-26.571424,45.60047,-3.4564333,2.1249158,-2.2787156,-1.1449378,9.182121,-6.4647636,-5.5483065,4.723985,-4.9294443,101.65303,29.904354,21.342308,31.539112,18.94024,11.680771,6.3621783,8.65165,7.795175,7.8524346,5.403599,7.027771,4.506923,0.37005106,0.040314853,0.015348083,0.04337032,0.004033111,0.008352744,0.00051617326,0.008218771,-0.0042706104,0.0061754743,-0.0071519143,0.008805149,-0.0011679451
66jQuzmutqVNb7OUsXTdn9,punk-rock,Rock,-326.31094,108.98095,2.7953882,39.079117,15.391124,13.498827,1.1828203,15.405237,3.879441,3.5007014,-0.24378827,3.991039,0.69298893,99.80323,35.479347,18.209747,15.160677,12.779496,9.15579,13.783213,8.48443,9.195631,9.132943,7.5014462,6.654634,7.332464,0.33838576,0.09822148,-0.0011173815,-0.0129117025,-0.01643034,0.0032780997,-0.02621594,0.003257993,-0.03310913,-0.009914332,0.014532038,-0.0007544472,0.008307535
3HM4NePuYAqdXpAGBk7nNz,punk-rock,Rock,-148.56982,109.36895,-33.95698,16.260214,7.778328,8.069893,0.5480615,4.650112,-5.8753376,3.5549386,0.9445176,-3.7734685,-8.820236,115.21051,40.281,21.646912,22.719875,11.672675,12.415525,8.7815485,6.3526883,6.553736,6.600198,6.5980062,8.192103,6.0892234,0.33999142,0.07713547,-0.0006607088,0.008597767,0.017513994,0.030204022,0.012502281,0.0012276121,0.0068844236,0.00022169053,0.005367226,-0.011239505,-0.016969757
0vGAY9aloPKORe0R0KlfGv,punk-rock,Rock,-203.66249,119.12603,-20.515074,29.543036,23.24845,17.752384,4.551193,3.957521,-0.41034588,1.1490701,3.2463288,2.0503008,0.85425127,77.36392,34.23085,26.94132,20.3455,11.647728,13.796028,10.192269,9.666006,7.3819227,7.0807457,7.8407507,7.083576,7.442587,0.41683668,0.083480656,0.023587849,0.036425337,-0.00066516275,0.007122028,-0.007633294,-0.009382781,-0.0048099766,0.011669571,-0.0023890904,-0.0014510568,-0.009567753
2vNw57KPaYDzkyPxXYUORX,hard-rock,Rock,-54.895485,83.25567,-34.76102,28.475525,-18.593245,4.457351,-10.155931,-5.0374193,-7.975638,-6.6693225,-3.3596797,-3.8758821,-4.190473,69.23728,24.587025,19.183123,14.55227,12.878279,10.247272,9.700233,8.575887,9.204667,8.376085,6.992406,7.103526,6.8441033,0.4535248,0.08061883,-0.048539564,0.030501064,-0.0030221732,-0.006345188,0.00768248,0.01284185,0.007039271,-0.0009867385,-0.0032581629,-0.0064376513,0.0010622581
5ij7PgYsUYHMXMFDWcZqww,hard-rock,Rock,2.4701908,81.9627,-10.328134,16.98904,6.32267,15.740072,3.6837437,12.734644,-0.39420718,4.0666056,-0.75872076,8.914553,-2.3160176,95.35813,20.239672,12.858339,9.424869,7.617037,7.747591,6.8992667,6.0349956,6.5134172,5.197644,5.7807937,5.958028,5.004209,0.4103651,0.07146504,-0.0029029197,0.017424595,-0.0020576993,0.0040797656,-0.0012332079,0.0033945846,-0.0028285612,-0.0013369975,-0.0019863287,0.00010259085,-0.013342214
2UsDkGHdQxiivgHhyTDtpd,hard-rock,Rock,-57.01155,117.93436,-47.371784,39.71278,-4.251921,12.842888,10.661841,10.424344,4.801571,7.140267,-0.444831,2.324416,-6.728657,57.211758,25.466911,19.679445,20.167131,11.898334,7.258069,9.041782,8.668032,6.078504,7.538148,5.4739866,5.09397,5.545089,0.11567106,-0.018056698,0.02081805,0.029049179,0.03789605,0.007083696,-0.0022529936,-0.018893555,-0.0080553545,0.0061367787,-0.00013536234,0.002569069,-0.015131227
2vyae4DvSU2gs8OMOGwXF2,hard-rock,Rock,-98.31719,52.30641,-4.589063,42.242928,12.832766,11.255193,8.945718,7.9641395,8.061404,4.2749543,-1.4469087,4.158105,-1.8408223,145.99367,38.880825,34.486893,18.707563,13.785653,11.033334,7.662692,8.455598,7.2347775,6.8227572,6.2652664,6.5453763,5.7047477,0.25631356,-0.0061770813,0.033398546,0.027825017,0.0140992375,0.019819483,0.0065554376,0.011676972,0.0063977623,6.1261395e-05,0.00011767913,0.003910223,-0.0033646168
2tAeN2TKlQLOoSPXtARzBV,hard-rock,Rock,-41.084126,67.49788,-47.738667,39.948643,-19.760805,10.768655,-9.4747715,-2.7434094,-0.13191266,-1.1536591,-2.5654228,0.52818877,-6.483263,52.442314,33.806778,30.431597,12.559932,14.791004,7.949739,8.002493,7.9788103,8.369497,10.396516,7.589419,6.2024446,7.4146004,0.22436677,-0.011679206,-0.047365487,0.032251604,-0.014718704,-0.0072720116,-0.013728056,-0.0020616236,-0.001958292,-0.006051468,-0.010443056,0.0001262227,-0.0017839379
0QSPohbvsYOEcvkHnok13V,hard-rock,Rock,-95.5688,79.10915,-41.550346,28.407417,7.103768,8.521058,5.5306168,17.552454,3.3154252,11.066532,7.0562863,9.200138,1.6489749,153.85257,25.236542,41.014214,16.44386,14.93853,18.032734,9.586456,8.965402,8.226047,9.389226,12.953107,7.125235,6.958529,0.3809009,0.049435675,-0.010271067,0.020808708,0.00524784,1.4264517e-05,-0.011768555,0.0010298103,-0.006266238,0.0048918435,-0.004652084,0.0074537257,-0.0046378616
5YnNWHKCJaJKwbagXDb5Uf,hard-rock,Rock,-153.05641,110.026245,6.0116854,47.041374,17.751726,18.851717,18.227425,16.615988,10.754042,5.978706,7.6708,3.7459602,1.765572,145.4719,35.45824,43.442505,16.770107,16.194729,12.865706,9.512351,6.722935,6.504121,6.272705,4.929388,4.8766303,5.20611,0.35836878,0.09579992,-0.022503998,0.03943075,0.012055375,0.014223066,0.0038168961,0.008368263,0.0052558947,0.00030287573,0.005674918,-0.0019514926,-0.0037553727
7n3WO6ESKS1uCI9fgkGs66,hard-rock,Rock,-234.36685,128.78798,-4.3153377,27.639887,9.927525,10.245735,2.5751657,3.165064,-6.01872,-0.53620446,-2.1794112,-2.5523171,-8.6573305,99.69607,39.055218,17.634289,13.460195,13.20445,10.049352,8.356649,8.827774,8.449689,9.1153145,8.43605,6.6657033,8.035997,0.28999904,0.0625787,0.01325047,0.025050992,-0.010137169,0.01583679,-0.00080351194,0.0022533166,-0.008903666,0.0056178733,0.0049570682,-0.0008773704,-0.020710621
6kAOsnRUgp21bPiUoVZeuJ,hard-rock,Rock,-112.64691,135.92848,-43.573814,35.06286,-21.07447,9.643356,-2.0699484,-3.3047636,-4.318625,-8.757414,-7.117527,-6.750098,-7.949633,90.65365,29.70338,16.387922,14.819034,14.083073,8.216471,7.6180167,8.263222,7.2722664,5.940235,6.907745,6.757482,7.4357066,0.41529727,0.10317923,-0.04537867,0.035137046,-0.025059674,0.014047095,0.0031931729,-0.005325784,-0.0025768469,-0.00032427104,0.0076112985,-0.0014269891,-0.005379961
1uOe9m9bAiAY4kGnGDu1Ns,hard-rock,Rock,-170.14014,54.965195,16.483007,21.739744,6.5867825,13.3080635,3.6943288,6.9727297,-0.9311706,5.2649207,-1.8337486,4.9305463,-2.4153297,114.817665,44.863743,35.93153,20.456673,17.258244,12.963068,9.304991,9.37543,7.9421797,9.625607,9.640971,10.636781,8.627765,0.14358598,0.047385536,0.047153823,0.013630625,0.016655987,0.011396695,0.020241478,0.022192951,-0.0082393065,0.00088705,0.0138161555,0.018236684,0.011847484
5PffgchZakXQs8Err8EsXw,psych-rock,Rock,-85.39494,115.0602,-31.05153,32.708492,-3.0848477,7.6043787,4.6697516,2.2073815,-5.2563796,10.058862,-6.741084,-0.37945783,-7.7871013,69.983215,34.708458,15.067902,12.616058,9.1559515,8.39859,7.5251145,7.4633684,9.514429,7.650585,9.550533,8.347813,6.3609385,0.43304813,0.077303976,-0.011603941,0.004297038,0.002611762,0.007913079,-0.001176227,-0.004922401,0.0005236528,0.012784584,0.005937349,0.0060638776,-0.01072962
7LjrWSPYdT0CuAZKCa6MTg,psych-rock,Rock,-297.07153,132.89963,-16.08221,27.000744,2.0565226,7.2247243,4.3184314,1.1588383,2.5206447,4.6574426,0.26571268,-1.3305274,-2.8380477,94.61999,27.41872,17.596397,11.9437,9.168859,9.88463,9.612624,7.648225,9.224532,6.923323,6.4778056,7.76752,6.9002023,0.3351627,0.08732929,-0.015376011,0.036763404,-0.0006163563,0.004730859,0.0030292927,0.006202254,-0.001398098,0.007027587,-0.0015628375,0.011314049,-0.0059422487
719muV16yNGh6AxmCeMby1,psych-rock,Rock,-66.43754,85.40187,-34.675278,48.92571,-3.912685,-5.141111,0.4309849,13.107358,10.769199,9.8026495,-3.2499762,3.925804,-10.283587,72.7738,31.659641,34.944572,14.708537,17.593489,10.104197,9.159239,8.385868,6.695067,5.7665625,6.783218,6.026932,5.468172,0.36655185,0.06939091,-0.0048441184,0.032993276,0.018336058,-3.7445374e-05,0.0012359294,0.0054750023,0.01481395,0.00904097,-0.009117861,-0.00060074544,-0.012381216
0vI64OhYqTo6KYswDlx0yT,psych-rock,Rock,-274.1455,115.700455,-6.7495065,17.429337,-4.9967484,12.390886,0.67896086,4.4186316,-3.5300791,3.6665235,1.2877214,2.3833776,-6.308407,63.71457,32.951447,23.350416,15.4444275,12.34835,12.761892,10.673086,10.330644,10.417407,8.675479,8.119027,8.365631,7.02412,0.39105207,0.106962964,0.024875004,-0.009984973,0.012121549,0.0104688285,0.011034897,-0.014801797,-0.023621725,-0.014044056,0.0087884,0.00940259,0.0007027782
2VmB1rF9FtfKUmFHDVnq8Q,psych-rock,Rock,-140.25536,95.390434,2.6216362,24.607311,-7.2470884,8.487631,-2.3245144,2.827328,-5.229169,4.715964,-4.5769157,1.2416621,-3.3104403,79.57324,28.282286,22.438477,20.992725,11.402599,8.994509,8.307095,6.663957,7.6164665,7.7263303,6.8023744,6.4292645,6.689385,0.31979847,0.0871232,-0.0011313087,0.02015265,-0.025070922,0.011504374,-0.0018639587,0.0013391924,-0.008175532,-0.0105809225,-0.007781586,-0.0021894516,0.0011062511
5aHHf6jrqDRb1fcBmue2kn,psych-rock,Rock,-122.92626,95.0424,0.25116232,37.972576,7.9149446,20.615173,4.010501,14.786492,4.430412,8.885622,2.57087,6.7245884,-1.0985683,100.13903,25.102985,18.625154,11.43754,10.078439,9.766136,8.684002,6.278385,6.3074183,5.751244,6.8282695,6.220152,6.654816,-0.043932915,-0.033686254,0.01746785,0.036092468,-0.0068634083,0.01766565,0.0029833443,0.009081446,0.0034149992,0.008756948,0.0050931037,0.0016149876,-0.007813213
66YHxyGAUGjMBDdrDlWIMD,psych-rock,Rock,-383.88483,166.43402,14.792361,4.8622346,17.1759,3.8662906,5.2636876,-1.2182729,-1.2273175,-3.0432243,-1.3464959,1.3136406,-1.3247701,71.01941,36.96541,31.382017,14.037136,14.686376,9.727737,13.16579,8.882163,9.166236,9.855474,7.8878264,6.62737,7.3359337,0.03251311,0.06655376,0.03182826,0.007634089,0.006274526,0.026973346,0.02417133,-0.004681879,0.008814213,-0.0066050524,-0.0021959022,-0.00061375735,-0.0017727052
7LNiAjyg9P2GKINTtN6Yt8,psych-rock,Rock,-72.06975,87.771385,-8.256206,22.075083,13.943979,12.661154,-6.770966,1.5045897,-1.0757381,0.72003853,0.48629647,5.654045,0.6743978,43.274216,23.753475,16.963995,12.541335,10.7592535,9.405841,7.8740263,7.281687,7.0204325,7.3933997,7.825768,7.5686,7.255391,0.37127563,0.04895216,-0.024898963,-0.00297479,0.014020042,0.0045908894,-0.020314662,-0.0005526388,-0.0041636094,-0.001289801,-0.007932401,0.0049405526,-0.0030112923
1a7ZHtzNCTPuJkStK8WJbq,psych-rock,Rock,-121.29553,69.92134,11.802588,54.175823,5.2297344,18.851099,-6.0975356,3.4046967,7.7858124,-0.6874165,1.3241533,3.1434734,-5.813298,71.7813,27.399534,21.091469,11.527424,11.113996,9.014856,8.853428,7.2509947,9.403316,7.5248184,6.4506507,5.895992,5.708825,0.3809706,0.07257474,0.031628802,0.04361976,0.014836811,0.022675376,0.0027561055,0.0068376125,0.014832765,0.0011200709,0.0010916408,0.0049660606,-0.0012078658
0AJTKW9fVFo3rIXbtTVE3T,grunge,Rock,-400.2977,187.4293,-19.446634,46.977924,21.89992,-22.434818,-3.8304493,-4.0430503,-17.952444,-14.219326,-4.899035,-11.804706,-14.092014,62.065914,21.011145,28.07262,15.461378,21.389664,19.141235,13.525164,12.3848295,11.297223,10.44197,9.092761,9.021857,8.731773,0.32805252,0.1287985,-0.06493284,0.033281468,0.0152007155,-0.010215814,-0.010422011,-0.011159175,-0.016205207,-0.008973472,-0.0015098971,-0.01107314,-0.011323607
6rlo6XpkwwlFRksxLsCqYK,grunge,Rock,-204.46123,82.766365,-29.42739,15.602444,0.42819384,8.574521,-1.8108377,11.375602,3.6116924,10.401221,2.481156,6.313727,-3.1407511,86.111145,32.909363,29.559736,22.374584,16.227125,11.226908,15.146482,10.801606,13.983136,9.692364,10.257577,7.6380386,8.296918,0.24430725,-0.020733476,0.014733536,0.0075561106,-0.013148929,-0.0037941786,-0.0077192704,3.298296e-05,-0.010311147,-0.028884433,-0.0132653825,-0.007493319,-0.015415254
